input_sequence,fold_predictions_ft,fold_predictions_zs,fold_predictions_ft_rouge,fold_predictions_zs_rouge,fold
"order a list of lists `[[1, 'mike'], [1, 'bob']]` by the first value of individual list","sort a list of strings `[1,'mike'], [1, '",Sort by mike name.,0.5,0.2,1
change current working directory,change the mode of file '.\\chapter3' to directory `.`,Change the directory to chapter 3,0.3333333333333333,0.4,1
group a list of ints into a list of tuples of each 2 elements,create a list `my_new_list` containing the first element of each list in list,This function is called when the list is empty.,0.3448275862068965,0.08695652173913043,1
Regular expression in Python sentence extractor,remove all whitespaces in string `s` from string `s`,Split on spaces and spaces and remove leading and trailing spaces.,0.13333333333333333,0.0,1
Replace all non-alphanumeric characters in a string,remove all non-alphabet chars from string `text` using regex,Remove all non - alphanumeric characters from a string.,0.33333333333333326,0.75,1
apply logical operator 'AND' to all elements in list `a_list`,check if all elements in a list `a_list` are true,Returns true if all of the elements in a_list are true.,0.5454545454545454,0.43478260869565216,1
create a dictionary `list_dict` containing each tuple in list `tuple_list` as values and the tuple's first element as the corresponding key,get a dictionary of tuples `list_dict` with the first element of each tuple in list,List of lists,0.5499999999999999,0.07407407407407407,1
sort list `the_list` by the length of string followed by alphabetical order,sort a list of strings `the_list` by length of the second element,Sort the list by length,0.6153846153846154,0.5555555555555556,1
find float number proceeding sub-string `par` in string `dir`,parse a string `s` containing a regular expression to a float number,Returns the number of digits in the string.,0.2727272727272727,0.33333333333333326,1
make a 0.1 seconds time delay,wait for the first month in 2100,Sleep for 1 second.,0.0,0.18181818181818182,1
count all elements in a nested dictionary `food_colors`,sum the length of all values in a list `food_colors`,Sum of the number of food colors.,0.5,0.25,1
Check the status code of url `url`,request http url `url`,Get the last result from the server,0.36363636363636365,0.14285714285714285,1
remove parentheses only around single words in a string `s` using regex,replace repeated instances of a character '*' with a single instance in a string 'your_string,Replace all non - word characters with a single character.,0.2962962962962963,0.1904761904761905,1
split string `input` based on occurrences of regex pattern '[ ](?=[A-Z]+\\b)',separate each character in string `text` by `A` and `Z`,Split a string into a list of strings.,0.2727272727272727,0.4,1
query all data from table `Task` where the value of column `time_spent` is bigger than 3 hours,SQLAlchemy check if a database `Task` has been saved as `time_spent`,Get all tasks that have been spent.,0.2,0.16,1
"find rows of 2d array in 3d numpy array 'arr' if the row has value '[[0, 3], [3, 0]]'",find all the indices in a numpy array `arr` where the value of the first element is,Returns the first element of the array that is not null.,0.4444444444444444,0.19999999999999998,1
reverse list `yourdata`,sort a list of dictionary `yourdata` by value in descending order,Sort the data in alphabetical order.,0.28571428571428575,0.0,1
get the middle two characters of a string 'state' in a pandas dataframe `df`,apply function `log2` to the column'state' of dataframe `df`,State of the DF.,0.41666666666666663,0.4444444444444445,1
convert decimal 8 to a list of its binary values,convert a binary `8` to a list of characters,List of 8 bit numbers.,0.7368421052631577,0.4,1
Print a celsius symbol with matplotlib,set x-axis of plot `ax` to be the inverse of the x-axis,Set the x - axis label of the temperature.,0.0,0.0,1
numpy concatenate two arrays `a` and `b` along the second axis,Concatenate two 2-dimensional numpy arrays `a` and `b`,Concatenate two arrays and print them in a single line.,0.7000000000000001,0.47619047619047616,1
Change log level dynamically to 'DEBUG' without restarting the application,Set the logging level of the logger to debug mode,Set the logger level to debug.,0.4000000000000001,0.5,1
find duplicate names in column 'name' of the dataframe `x`,get the index of a key `name` in a dictionary `x`,Get the duplicates from the index.,0.47619047619047616,0.125,1
return a random word from a word list 'words',generate random 12-digit random number,Print random word,0.13333333333333333,0.3333333333333333,1
printing numbers rounding up to third decimal place,print a list of floating numbers `3.1415` using string formatting,Print 3. 1415%,0.10526315789473685,0.0,1
"Sum of sums of each list, in a list of lists named 'lists'.",sum elements in a list of lists `lists`,Sums all elements in a list.,0.6666666666666667,0.42105263157894735,1
create dict of squared int values in range of 100,"Multiple each value by `2` in a list `[1, 2, 3, 4",Generate a random number of 100,0.0909090909090909,0.25,1
how to format a list of arguments `my_args` into a string,join each value in list `my_args` into a string using string formatting,Hello Hello.,0.48000000000000004,0.0,1
running bash script 'sleep.sh',call a command `sleep.sh` in shell mode,Sleeps the current process.,0.3076923076923077,0.0,1
List of lists into numpy array,"convert a list of tuples `[1, 2], [3, 4], [5,",A 2D array of 3D arrays.,0.25,0.3333333333333333,1
sort list `xs` in ascending order of length of elements,sort list `xs` based on the length of object,Sorts the elements in the list.,0.5263157894736842,0.37499999999999994,1
format current date to pattern '{%Y-%m-%d %H:%M:%S}',print current date and time in a regular format,Returns the current time as a string.,0.3,0.1111111111111111,1
Find name of current directory,get directory `dir_path` of the script,Returns the directory path of the current process.,0.3333333333333333,0.4615384615384615,1
"sort list `['10', '3', '2']` in ascending order based on the integer value of its elements","sort a list of strings `['10', '3', 2'],",Returns a sorted list of numbers.,0.5,0.18181818181818182,1
convert index at level 0 into a column in dataframe `df`,reset index of dataframe `df` to default in dataframe `df`,Reset the index of the DataFrame.,0.380952380952381,0.23529411764705885,1
fetch address information for host 'google.com' ion port 80,get value of the environment variable 'google.com' with port `80`,Print the address of the current socket.,0.380952380952381,0.11764705882352941,1
extract digits in a simple way from a python string,extract floating number from string `s`,Returns an array of all integer values in the string.,0.37499999999999994,0.20000000000000004,1
Find average of a nested list `a`,get the average of all elements in list `a`,Calculate the average of the values of a list.,0.5,0.5,1
split string `string` on whitespaces using a generator,get a list of all occurrences of a regex pattern `pattern`,Return a list of all the groups in the re.,0.10526315789473685,0.11111111111111112,1
get the date 7 days before the current date,convert datetime object `days` to seconds,Returns the current date in the past,0.13333333333333333,0.5,1
Split each string in list `myList` on the tab character,remove first and last lines of a string `myList`,This is a hack to get the list of all the items in the list,0.2105263157894737,0.24,1
get the canonical path of file `path`,get canonical path of the filename `path`,Returns the real path of the given path.,0.8571428571428571,0.5333333333333333,1
Check if key 'key1' in `dict`,check if key `key1` exists in dictionary `dict`,Returns true if key1 is present in dict,0.8571428571428571,0.5714285714285715,1
count number of times string 'brown' occurred in string 'The big brown fox is brown',count the occurrences of word 'brown' in string `The big brown fox,Count how many brown foxs are brown,0.6666666666666665,0.27272727272727276,1
convert pandas index in a dataframe to columns,reset index of dataframe `df` to default value of column 'tick',Reset the index of the dataframe to the default values.,0.3157894736842105,0.33333333333333326,1
convert python dictionary `your_data` to json array,encode json string `your_data` to ascii,Return a JSON string with the data in your_data.,0.5333333333333333,0.33333333333333326,1
create 3 by 3 matrix of random numbers,generate 3 random numbers between 3 and 3,Randomly distributed random numbers between 0 and 3.,0.5,0.375,1
get the value at index 1 for each tuple in the list of tuples `L`,get a list of the second element in each list in list `L`,Returns a list of the values of the L - array.,0.5,0.4,1
place the radial ticks in plot `ax` at 135 degrees,How to plot with a point at the root of the figure?,Set the position of the label to 135.,0.2727272727272727,0.22222222222222224,1
make a barplot of data in column `group` of dataframe `df` colour-coded according to list `color`,plot data of column 'group' of dataframe `df` with kind `bar`,Plot group data as bar plot,0.5,0.1739130434782609,1
Remove all strings from a list a strings `sents` where the values starts with `@$\t` or `#`,remove all whitespaces in a list `sents`,Returns all the sents without any prefix.,0.43478260869565216,0.26086956521739124,1
set the current working directory to path `path`,change the mode of file `path` to `upc`,Change the current working directory.,0.375,0.6153846153846154,1
get the sum of the products of each pair of corresponding elements in lists `a` and `b`,get the sum of the squares of each value in list `a`,Sums the elements of a vector.,0.6206896551724139,0.3478260869565218,1
"convert js date object 'Tue, 22 Nov 2011 06:00:00 GMT' to python datetime","parse string 'Tue, 22 Nov 2011 06' to datetime object using format pattern '%",Returns a datetime object with the last day and time.,0.5714285714285715,0.16,1
"Get the difference between two lists `[1, 2, 2, 2, 3]` and `[1, 2]` that may have duplicate values","count the number of occurrences of items in a list `[1, 2, 3]`",Counter is a counter of 3 values.,0.25,0.15384615384615385,1
generate random Decimal,generate a random 12-digit number,Returns a random decimal.,0.4444444444444444,0.5714285714285715,1
create file 'x' if file 'x' does not exist,open a file 'x' in write mode,Open the file descriptor for writing.,0.25,0.13333333333333333,1
sum the product of each two items at the same index of list `a` and list `b`,get the sum of the squares of each value in list `a`,Sums the elements of a.,0.5517241379310345,0.2727272727272727,1
How to group similar items in a list?,get a list of all the lists in a group of tuples,Returns a list of lists of all groups.,0.4,0.25,1
split a string `a` with new line character,get the last line of a file `a`,Returns the last line of a string.,0.375,0.39999999999999997,1
Create a list containing the indexes of rows where the value of column 'BoolCol' in dataframe `df` are equal to True,select all rows in a column 'Bool' from a dataframe `df` where the value of,Return a DataFrame of all boolean values in the DataFrame.,0.5555555555555556,0.3225806451612903,1
limit float 13.949999999999999 to two decimal points,convert a string `13.95` to a float number,A measure of the number of days in the year.,0.35294117647058826,0.0,1
get the dimensions of numpy array `a`,get the size of array `a`,a. shape,0.7692307692307692,0.22222222222222224,1
sort a list of dictionary values by 'date' in reverse order,sort a list of dictionaries by the value of key 'date',sort list by date,0.5454545454545454,0.5333333333333333,1
Formate current date and time to a string using pattern '%Y-%m-%d %H:%M:%S',convert datetime object to string using format '%Y-%m-%,Returns the current date in YYYY - MM - DD format.,0.39999999999999997,0.16,1
"trim string "" Hello """,trim whitespace (including tabs) in string `Hello`,Hello. strip,0.6,0.4,1
add string `-` in `4th` position of a string `s`,convert a list of characters `s` to a string using the format of four characters,Returns a date formatted as YYYY - MM - DD.,0.33333333333333337,0.11764705882352941,1
check if `x` is an integer,check if type of variable `x` is an integer,Returns true if x is an instance of int.,0.8,0.5333333333333333,1
run script 'hello.py' with argument 'htmlfilename.htm' on terminal using python executable,execute a command `hello.exe` in python script `python.exe`,Call hello in a subprocess,0.2608695652173913,0.1111111111111111,1
list all the contents of the directory 'path'.,list all subdirectories in a directory `path`,List all the paths in the system,0.5333333333333333,0.5333333333333333,1
set the stdin of the process 'grep f' to be b'one\ntwo\nthree\nfour\nfive\nsix\n',execute a command `grep` in the command prompt to get output of the command,Greps all files in the current working directory.,0.31250000000000006,0.07692307692307691,1
Find all numbers and dots from a string `text` using regex,extract only letters from a string `Test([0-9.]*` using regex,Find all test strings in the current document.,0.45454545454545453,0.2105263157894737,1
get current CPU and RAM usage,get the current cpu's percent value,CPU percentages of virtual system,0.4615384615384615,0.1818181818181818,1
get the dimensions of array `a`,get the size of array `a`,N. shape,0.8333333333333334,0.0,1
convert list with str into list with int,"convert a list of strings `['1', '2', '3', '4', '",List of integers.,0.23529411764705882,0.18181818181818182,1
Copy list `old_list` and name it `new_list`,remove elements from list `old_list` that have been removed from list `new_list,This function is called when the list is changed.,0.43478260869565216,0.1111111111111111,1
Remove all data inside parenthesis in string `item`,remove duplicate instances of a character '*' from a string `item`,Remove all non - word characters from item,0.33333333333333326,0.39999999999999997,1
get proportion of rows in dataframe `trace_df` whose values for column `ratio` are greater than 0,calculate mean across rows of dataframe `trace_df`,Returns the mean ratio of the traces,0.4,0.16666666666666666,1
Find indices of elements equal to zero from numpy array `x`,find the index of a value in array `x` where the value of the first element is,Returns the value of the first element of the array.,0.2857142857142857,0.1904761904761905,1
"sympy solve matrix of linear equations `(([1, 1, 1, 1], [1, 1, 2, 3]))` with variables `(x, y, z)`","convert a list of tuples `[1, 1, 1, 2, 3, 4]",Solves a linear system with a 2x2 matrix.,0.39999999999999997,0.22222222222222218,1
remove symbols from a string `s`,replace everything that is not a letter in string `s`,Remove all non - word characters from a string,0.37499999999999994,0.5714285714285715,1
limit float 13.949999999999999 to two decimal points,convert a string `13.2` to a float number,Returns a float value of 13 degrees.,0.35294117647058826,0.26666666666666666,1
Convert the first row of numpy matrix `a` to a list,generate a list of all unique elements in a numpy array `a`,Returns the first element of a.,0.43478260869565216,0.4705882352941177,1
assign an array of floats in range from 0 to 100 to a variable `values`,create a array containing the indices of 100 elements in array `values`,The values of the histogram,0.4444444444444445,0.2,1
Log message of level 'info' with value of `date` in the message,Log a date string `date` with string formatting,Log the date.,0.3,0.4,1
get keys with same value in dictionary `d`,get a list of all keys from a dictionary `d` where the value of the key is,Print out all keys that are not null.,0.4,0.125,1
get file '~/foo.ini',get a file `config_file` with mode '~/folder/folder/folder/,Set the config file to use for the config file.,0.28571428571428575,0.14285714285714288,1
replacing 'ABC' and 'AB' values in column 'BrandName' of dataframe `df` with 'A',replace column 'BrandName' with 'AB' in dataframe `df`,2016 - 08 - 15,0.6666666666666667,0.0,1
get current time,convert datetime object to a datetime object,Returns the current time.,0.0,0.5714285714285715,1
Set index equal to field 'TRX_DATE' in dataframe `df`,set dataframe `df` index to `TRX_DATE` in dataframe `df`,Returns a DataFrame with the TRX_DATE columns set to the current date.,0.8000000000000002,0.4347826086956522,1
remove first directory from path '/First/Second/Third/Fourth/Fifth',get a relative path of a directory `x`,os. path. join,0.22222222222222224,0.15384615384615383,1
create a list containing the `n` next values of generator `it`,get a list of next elements in list `it`,Returns the next n elements in the iterator.,0.5,0.3157894736842105,1
Python regular expression match whole word,search for occurrences of regex pattern `is` in string `your_string`,Returns true if the string is a valid is,0.0,0.0,1
What is the best way to sort list with custom sorting parameters in Python?,sort list `li1` based on values of dictionary `myDictionary`,sorts the list of items in ascending order,0.17391304347826086,0.2727272727272727,1
get the indexes of the largest `2` values from a list of integers `a`,Sort list `a` in ascending order based on the length of its elements,Returns a sorted list of the elements in a.,0.29629629629629634,0.43478260869565216,1
get the opposite diagonal of a numpy array `array`,get the diagonal of a 1-dimensional array `array`,Rot90 rotation matrix,0.7777777777777778,0.0,1
convert string `apple` from iso-8859-1/latin1 to utf-8,convert unicode string `apple` to ascii,Convert to Aple - encoded string.,0.4705882352941177,0.37499999999999994,1
Convert ascii value 'P' to binary,get the integer value of the binary value 'P',Returns the binary representation of P.,0.4,0.3333333333333333,1
check whether file `file_path` exists,check if a directory `file_path` exists and create it if necessary,Check if file exists,0.4444444444444444,0.6,1
finding words in string `s` after keyword 'name',search for occurrences of regex pattern 'name(.*)' in string `s`,Search for name in string,0.4444444444444445,0.4615384615384615,1
get the number of all keys in the nested dictionary `dict_list`,sum the length of all values in a dictionary `dict_test`,Returns the total number of values in dict_test.,0.5217391304347826,0.4761904761904762,1
Remove anything in parenthesis from string `item` with a regex,remove all occurrences of a regex pattern '(?\\([^)]+\\))' from a string,Get the item from the item string,0.5,0.3529411764705882,1
remove a substring `suffix` from the end of string `text`,check if string `text` ends with `suffix`,If text ends with suffix or suffix is not empty it is ignored.,0.3529411764705882,0.17391304347826086,1
Create `list2` to contain the lists from list `list1` excluding the empty lists from `list1`,remove elements from list `list1` if the element is not in list `list2`,set list2 to list1,0.3571428571428571,0.31578947368421056,1
split a string `s` at line breaks `\r\n`,"convert a string `x` containing multiple separators `,` into a list of integers",Convert a string to an array of integers,0.1904761904761905,0.23529411764705882,1
get all column name of dataframe `df` except for column 'T1_V6',select all columns in a dataframe `df` where the value of column 'T1_V,T1_V6 = > T1_V6,0.4615384615384615,0.25,1
convert bytes string `s`  to an unsigned integer,convert a binary string `s` to a float number,unpacks a signed integer into a struct,0.47058823529411764,0.13333333333333333,1
get index of the biggest 2 values of a list `a`,Sort list `a` in ascending order based on the length of its elements,Returns a sorted list of the elements in a.,0.33333333333333337,0.5,1
get the dimensions of numpy array `a`,get the size of array `a`,N. shape,0.7692307692307692,0.0,1
execute file 'filename.py',execute a function `filename.py` in the same directory as a python,Compiles the Python file at filename. py and executes it.,0.375,0.4285714285714285,1
read a text file 'very_Important.txt' into a string variable `str`,Open a file'very_Important.txt' in 'r' mode,Open the very_Important. txt file and return it as a string.,0.4761904761904762,0.5,1
Filter a dictionary `d` to remove keys with value None and replace other values with 'updated',convert a dictionary of pairs `d` into a flat dictionary by concatenating nested values with the,d = > updated,0.3125,0.2222222222222222,1
remove the element in list `a` at index `index`,remove the index `index` from a list `a`,Remove the item at index,0.7058823529411765,0.5714285714285714,1
read excel file `file_name` using pandas,read file `file_name` into array,Read an Excel file into a pandas DataFrame.,0.6153846153846153,0.5333333333333333,1
print float `a` with two decimal points,round off the decimal values in list `a` to the decimal places,Print a float,0.2105263157894737,0.6,1
decode url `url` from UTF-16 code to UTF-8 code,decode UTF-8 encoded HTML string `url` to utf-8,URL decode.,0.5714285714285713,0.3076923076923077,1
split string `text` into chunks of 16 characters each,find all occurrences of a substring in string `text` using regex,Find all the characters in text that are not a space or a space - separated list of characters,0.3,0.2222222222222222,1
delete an empty directory,remove directory tree '/path/to/directory/folder.ext',Remove the directory,0.16666666666666666,0.28571428571428575,1
identify duplicate values in list `mylist`,count the occurrences of items in list `mylist`,Counter. Counter.,0.42857142857142855,0.0,1
"check if all of the following items in list `['a', 'b']` are in a list `['a', 'b', 'c']`",check if key `a` and key `b` are presented in dictionary `sites`,Returns true if a is a sub - set of b.,0.4,0.35714285714285715,1
split string `a` using new-line character '\n' as separator,trim whitespace (including tabs) in `a` on the right side,Returns a list of strings with the last line removed.,0.10000000000000002,0.20000000000000004,1
remove newline in string `s` on the left side,trim whitespace (including tabs) in `s` on the left side,Return the string without the leading whitespace.,0.631578947368421,0.25,1
"replace values `['ABC', 'AB']` in a column 'BrandName' of  pandas dataframe `df` with another value 'A'",replace values of column 'BrandName' with 'Bull' in dataframe `df` with,Brand Name Dataframe,0.6666666666666666,0.10526315789473684,1
serialise SqlAlchemy RowProxy object `row` to a json object,convert a python dictionary `row` into a list of dictionaries,Returns a JSON representation of the rows in the table.,0.2105263157894737,0.2105263157894737,1
convert string `s` to lowercase,case insensitive string comparison `s` in case insensitive string,Convert to lowercase,0.2857142857142857,0.7499999999999999,1
convert a beautiful soup html `soup` to text,get the text value of the `soup` tag,Print the text of the page,0.25,0.14285714285714288,1
append list `mylog` to `list1`,extend list1 `mylog` with new line character'',extend list1 with mylog,0.3333333333333333,0.4444444444444445,1
"match a sharp, followed by letters (including accent characters) in string `str1` using a regex",find all `hashtags` tags in string `hashtags`,Find all hashtags in the document,0.18181818181818182,0.09523809523809522,1
erase the contents of a file `filename`,close the window in a file 'filename',Write the file to disk,0.5714285714285714,0.3333333333333333,1
"convert a flat list into a list of tuples of every two items in the list, in order",get the first and second pairs of each pair of pairs in list `my_list`,prints the list,0.3636363636363636,0.1904761904761905,1
find the index of the maximum value in the array `arr` where the boolean condition in array `cond` is true,convert a numpy array `arr` into a 2d array,tile array to 2D array,0.20689655172413793,0.16000000000000003,1
"convert the string '0,1,2' to a list of integers","convert a string `0,1,2` to a list of integers",Returns a list of integers.,0.9090909090909091,0.5000000000000001,1
remove the last element in list `a`,remove the last item of list `a`,Remove the last item from the stack,0.7142857142857143,0.42857142857142855,1
Group a pandas data frame by monthly frequenct `M` using groupby,create a dataframe `df` with the same values in column 'TimeGrouper',Time Series grouped by frequency,0.09090909090909091,0.12500000000000003,1
run function 'SudsMove' simultaneously,Get the position of a change in `SudsMove` in a thread,Start a thread that moves Suds files to the new location.,0.13333333333333333,0.0,1
"Checking if website ""http://www.stackoverflow.com"" is up",extract a url from a string 'http://www.google.com/file.gz',Get the content of the URL.,0.28571428571428575,0.0,1
find the euclidean distance between two 3-d arrays `A` and `B`,get the mean of two matrices `A` and `B`,Calculate the square root of A and B.,0.4761904761904762,0.4,1
"check whether a path ""/etc/password.txt"" exists",check if a directory `/etc/password.txt` exists and create it if necessary,Print if password exists,0.5714285714285714,0.3333333333333333,1
convert unicode string '\xd0\xbc\xd0\xb0\xd1\x80\xd0\xba\xd0\xb0' to byte string,encode binary string 'c\x0\xbc\x1\x2\x,\ x1b [ 1mNAME \ x1b [ 0m \ x1b,0.16,0.0,1
keep a list `dataList` of lists sorted as it is created by second element,sort list `dataList` by second element of each tuple in list `dataList`,Sort data list by key,0.4615384615384615,0.21052631578947364,1
get the path of Python executable under windows,get the directory of the python script,Returns the directory of the current executable.,0.5333333333333333,0.39999999999999997,1
remove elements in list `b` from list `a`,get list of items from list `a` that don't appear in list `b`,Returns a list of all elements in a but not in b.,0.5454545454545454,0.5,1
insert spaces before capital letters in string `text`,replace everything that is not an alphabet or a digit with a digit followed by a letter 'A,Replace all non - alphanumeric characters with their corresponding character.,0.0,0.0,1
find the real user home directory using python,get a path from a user's directory `user`,Returns the user s home directory.,0.23529411764705882,0.5714285714285715,1
get current date and time,get current date and time in a python,Returns the current datetime.,0.7692307692307693,0.22222222222222224,1
"Split string `Hello` into a string of letters seperated by `,`",join a string `Hello` with a space 'Hello',Returns a string with the hello message.,0.33333333333333326,0.3529411764705882,1
check if `x` is an integer,check if type of variable `x` is integer,Returns true if x is an int.,0.7142857142857143,0.6153846153846153,1
Check if string 'a b' only contains letters and spaces,check if string `ab` is alpha-cased,Returns true if the string is an alpha - numeric value.,0.3529411764705882,0.20000000000000004,1
update all values associated with key `i` to string 'updated' if value `j` is not equal to 'None' in dictionary `d`,convert a list of tuples `list_of_lists` into a dictionary of strings,Returns a list of all updated events.,0.058823529411764705,0.14285714285714285,1
"Define a list with string values `['a', 'c', 'b', 'obj']`","add a list of strings `['a', 'b', 'obj']` to a list",Returns an array of the names of the objects.,0.47619047619047616,0.0,1
Make function `WRITEFUNCTION` output nothing in curl `p`,Set a write function `p` to `writefunction` in python,Set write function to use.,0.47058823529411764,0.15384615384615385,1
make a 60 seconds time delay,sleep the current time in a python,Sleep for 60 seconds,0.30769230769230765,0.4,1
convert a 3d array `img` of dimensions 4x2x3 to a 2d array   of dimensions 3x8,rotate the image `img` by the inverse of the 1-dimensional array,Transpose the image.,0.22222222222222224,0.0,1
divide the value for each key `k` in dict `d2` by the value for the same key `k` in dict `d1`,get the mean of each key in dictionary `d1` with keys in dictionary `d2,K - th percentile,0.4,0.08333333333333333,1
find the current directory,get current directory,Get current working directory,0.5714285714285715,0.5,1
convert a DateTime string back to a DateTime object of format '%Y-%m-%d %H:%M:%S.%f',parse string '2010-11-13 10:19PM' into datetime,2016 - 11 - 13,0.14814814814814814,0.0,1
separate words delimited by one or more spaces into a list,match regex pattern 'hello world sample text' with string 'hello world sample text',split on +,0.0,0.0,1
print a celsius symbol on x axis of a plot `ax`,Set the x-axis of plot `ax` to `Temperature (\u2103)',Temperature axis label,0.47619047619047616,0.14285714285714288,1
Initialize a list `a` with `10000` items and each item's value `0`,convert a list `a` of integers to a single integer,A simple array with 0 s.,0.2608695652173913,0.42105263157894735,1
"regex, find ""n""s only in the middle of string `s`",match regex pattern 'n(?<=[^n]n)' on string 'n',Find all n tags in a string.,0.3,0.4444444444444444,1
find the sums of length 7 subsets of a list `daily`,Sum elements at the same index of each list in list `weekly`,The weekly visitors are the sum of the visitors in the weekly visitors.,0.2608695652173913,0.16666666666666669,1
sum the products of each two elements at the same index of list `a` and list `b`,multiply each element in list `list` by element at the same index of each list in,list of vectors,0.48484848484848486,0.2,1
numpy concatenate two arrays `a` and `b` along the first axis,Concatenating two 2-dimensional numpy arrays `a` and `b`,Concatenate two arrays and print them in a readable format.,0.6,0.47619047619047616,1
get index of rows in dataframe `df` which column 'BoolCol' matches value True,get the index of a column `BoolCol` in a pandas dataframe `df`,Returns the index of the bool columns as a list of strings.,0.64,0.16,1
add a colorbar to plot `plt` using image `im` on axes `ax`,change colorbar size of plot `im` to `ax`,Plot a colorbar.,0.5,0.4,1
remove duplicate dict in list `l`,convert a list of tuples `d` to a list of dictionaries,Returns a list of dictionaries.,0.11764705882352942,0.1818181818181818,1
copy file `srcfile` to directory `dstdir`,copy file from `srcfile` to `dstdir`,copy srcfile to dstdir,0.8333333333333334,0.8,1
change legend font size with matplotlib.pyplot to 6,make matplotlib plot legend with two points in matplotlib,Plot a legend,0.3333333333333333,0.16666666666666666,1
get the value associated with unicode key 'from_user' of first dictionary in list `result`,get value of key `from_user` in list `result`,Get user info from user.,0.7499999999999999,0.3,1
insert `_suff` before the file extension in `long.file.name.jpg` or replace `_a` with `suff` if it precedes the extension.,replace last dot and last dot in string `text` with '',Replace all non - alphanumeric characters with a single character.,0.19354838709677416,0.2,1
decode a urllib escaped url string `url` with `utf8`,decode a urllib url `url` to a string,URL decode.,0.7058823529411765,0.3636363636363636,1
get keys with same value in dictionary `d`,convert dictionary `d` into a list of strings,Print the keys and values of the dictionary.,0.25,0.25,1
Parse a file `sample.xml` using expat parsing in python 3,parse a file'sample.xml' into a dictionary using universal newline mode 'rb',Parse sample. xml file and return a tree of tree.,0.4999999999999999,0.47619047619047616,1
print list of items `myList`,print a list of tuples `list_of_ints` using string formatting,prints the values of the parameters,0.37499999999999994,0.1818181818181818,1
"check whether file ""/path/to/file"" exists",save file `my_file` to `/path/to/file`,This is the file path that will be used to store the file.,0.5333333333333333,0.4,1
Initialize `SECRET_KEY` in flask config with `Your_secret_string `,set value for key `SECRET_KEY` in Flask application `app`,Set the secret key to use for the application.,0.4000000000000001,0.2105263157894737,1
"Trimming ""\n"" from string `myString`",trim whitespaces (including tabs) in `myString`,Returns a string with all the line breaks removed.,0.1818181818181818,0.14285714285714285,1
get list of n next values of a generator `it`,get a list of all elements in a generator/iterator `it` that produces a given number,Return a list of the elements in the iterator.,0.4615384615384615,0.3157894736842105,1
python regex  to find all numbers and dots from 'text',extract floating number from a string `Test([\\d.]*\\d,Find all tests,0.10526315789473685,0.30769230769230765,1
Get all urls within text `s`,"find all occurrences of a regex pattern '((http.*?)"" in string `s`",Find all the urls in the string s.,0.23529411764705885,0.42857142857142855,1
convert column of date objects 'DateObj' in pandas dataframe `df` to strings in new column 'DateStr',set the value of column 'DateStr' in dataframe `df` equal to 'date.,df['DateStr'] = > Date,0.5714285714285715,0.3157894736842105,1
convert string 'a' to hex,convert a string `a` containing hex bytes to a hex number,Returns a hex string of a,0.625,0.5454545454545454,1
Check if all elements in list `lst` are tupples of long and int,check if all elements in a list `x` is a integer,returns true if all elements in lst are ints,0.4999999999999999,0.5454545454545455,1
delete digits at the end of string `s`,remove all non-numeric characters from string `s`,Remove all digits and numbers from the string.,0.25,0.375,1
add a column 'new_col' to dataframe `df` for index in range,create a list containing the values of column 'new_col' in dataframe `df` where,df. new_col = > 1,0.5384615384615384,0.375,1
return http status code 204 from a django view,return a 401 unauthorized in django,Returns a 204 Not Found response,0.4,0.26666666666666666,1
Sorting a Python list by two criteria,sort a list of tuples `list` by the first element of each tuple in the list,Sort a list of strings by their first element.,0.26086956521739124,0.375,1
convert a list `L` of ascii values to a string,convert list `myintegers` into a unicode string,Returns a string with all characters in the string.,0.47058823529411764,0.2105263157894737,1
converting list of strings `intstringlist` to list of integer `nums`,create list `nums` containing the digits values from string `intstringlist`,get a list of integers,0.3,0.26666666666666666,1
insert a new field 'geolocCountry' on an existing document  'b' using pymongo,update the fields in a dictionary `db` with keys from a dictionary `b` where the,Update the _id field in the database.,0.14814814814814814,0.10526315789473685,1
set every two-stride far element to -1 starting from second element in array `a`,reverse a list `a`,- - - - - - - - - - - - - - - - - - -,0.10526315789473685,0.0,1
extract ip address from an html string,extract only letters from a string `ip`,Get all IP addresses,0.5714285714285714,0.18181818181818182,1
create a pandas data frame from list of nested dictionaries `my_list`,Concatenate a list of strings `list_of_lists` to pandas dataframe `pd`,Concatenate DataFrames.,0.4166666666666667,0.0,1
"find rows matching `(0,1)` in a 2 dimensional numpy array `vals`","find the index of a value in array `(0, 1)`",Returns a numpy array of all the values in the range 0 to 1.,0.5454545454545454,0.4615384615384615,1
Replace NaN values in  column 'value' with the mean of data in column 'group' of dataframe `df`,get data of column 'value' in dataframe `df` where column 'value' is,Return DataFrame with missing values.,0.5517241379310345,0.2727272727272727,1
print the number of occurences of not `none` in a list `lst` in Python 2,get the size of list `lst`,Print the length of the list,0.3809523809523809,0.3809523809523809,1
replace special characters in url 'http://spam.com/go/' using the '%xx' escape,extract a url from a string 'http://spam.com/file.gz',Returns a URL that can be used to retrieve a movie.,0.33333333333333337,0.08333333333333334,1
convert ascii value 'a' to int,convert a string `a` to integer,Returns the numeric value of a.,0.5,0.3333333333333333,1
Get keys from a dictionary 'd' where the value is '1'.,convert dictionary `d` into a list of tuples,prints the keys and values of the dictionary,0.3157894736842105,0.3157894736842105,1
