question_id,intent,rewritten_intent,snippet,idx,time_batch
13223737,how to read a file in other directory in python,open file '5_1.txt' in directory `direct`,"x_file = open(os.path.join(direct, '5_1.txt'), 'r')",1714,35
13237941,sorting list of nested dictionaries in python,sort list of nested dictionaries `yourdata` in reverse based on values associated with each dictionary's key 'subkey',"sorted(yourdata, key=lambda d: d.get('key', {}).get('subkey'), reverse=True)",1715,35
13237941,sorting list of nested dictionaries in python,reverse list `yourdata`,"sorted(yourdata, reverse=True)",1716,35
13237941,sorting list of nested dictionaries in python,sort list of nested dictionaries `yourdata` in reverse order of 'key' and 'subkey',"yourdata.sort(key=lambda e: e['key']['subkey'], reverse=True)",1717,35
13252333,Python check if all elements of a list are the same type,check if all elements in a list 'lst' are the same type 'int',"all(isinstance(x, int) for x in lst)",1718,35
13252333,Python check if all elements of a list are the same type,Check if all elements in list `lst` are tupples of long and int,"all(isinstance(x, int) for x in lst)",1719,35
13254241,Removing key values pairs from a list of dictionaries,Removing key values pairs from a list of dictionaries,"[dict((k, v) for k, v in d.items() if k != 'mykey1') for d in mylist]",1720,35
13254241,Removing key values pairs from a list of dictionaries,removing key values pairs with key 'mykey1' from a list of dictionaries `mylist`,"[{k: v for k, v in d.items() if k != 'mykey1'} for d in mylist]",1721,35
13277440,How can I get Python to use upper case letters to print hex values?,use upper case letters to print hex value `value`,print('0x%X' % value),1722,35
13279399,How to obtain values of request variables using Python and Flask,Flask get value of request variable 'firstname',first_name = request.args.get('firstname'),1723,35
13279399,How to obtain values of request variables using Python and Flask,Flask get posted form data 'firstname',first_name = request.form.get('firstname'),1724,35
13283689,python sum the values of lists of list,return list `result` of sum of elements of each list `b` in list of lists `a`,result = [sum(b) for b in a],1725,35
13291539,convert double to float in Python,convert double 0.00582811585976 to float,"struct.unpack('f', struct.pack('f', 0.00582811585976))",1726,35
13295735,How can I replace all the NaN values with Zero's in a column of a pandas dataframe,replace all the nan values with 0 in a pandas dataframe `df`,df.fillna(0),1727,35
13303100,how to access the class variable by string in Python?,access the class variable `a_string` from a class object `test`,"getattr(test, a_string)",1728,35
13324554,Python: Want to use a string as a slice specifier,create a slice object using string `string_slice`,slice(*[(int(i.strip()) if i else None) for i in string_slice.split(':')]),1729,35
13331419,Prepend the same string to all items in a list,prepend string 'hello' to all items in list 'a',['hello{0}'.format(i) for i in a],1730,35
13353233,Best way to split a DataFrame given an edge,split dataframe `df` where the value of column `a` is equal to 'B',df.groupby((df.a == 'B').shift(1).fillna(0).cumsum()),1731,35
13368659,loop through an IP address range,"loop through the IP address range ""192.168.x.x""","for i in range(256):
    for j in range(256):
        ip = ('192.168.%d.%d' % (i, j))
        print(ip)",1732,35
13368659,loop through an IP address range,"loop through the IP address range ""192.168.x.x""","generator = iter_iprange('192.168.1.1', '192.168.255.255', step=1)",1733,35
13368659,loop through an IP address range,"loop through the IP address range ""192.168.x.x""","for (i, j) in product(list(range(256)), list(range(256))):
    pass",1734,35
13368723,Python split a list into subsets based on pattern,split list `mylist` into a list of lists whose elements have the same first five characters,"[list(v) for k, v in itertools.groupby(mylist, key=lambda x: x[:5])]",1735,35
13384841,swap values in a tuple/list inside a list in python?,swap values in a tuple/list inside a list `mylist`,"map(lambda t: (t[1], t[0]), mylist)",1736,35
13384841,swap values in a tuple/list inside a list in python?,Swap values in a tuple/list in list `mylist`,"[(t[1], t[0]) for t in mylist]",1737,35
13395888,How can I get the color of the last figure in matplotlib?,"make a line plot with errorbars, `ebar`, from data `x, y, err` and set color of the errorbars to `y` (yellow)","ebar = plt.errorbar(x, y, yerr=err, ecolor='y')",1738,35
13408919,sorting list of tuples by arbitrary key,sort list `mylist` of tuples by arbitrary key from list `order`,"sorted(mylist, key=lambda x: order.index(x[1]))",1739,35
13411544,Delete column from pandas DataFrame,delete a column `column_name` without having to reassign from pandas data frame `df`,"df.drop('column_name', axis=1, inplace=True)",1740,35
13411544,Delete column from pandas DataFrame,delete column 'column_name' from dataframe `df`,"df = df.drop('column_name', 1)",1741,35
13411544,Delete column from pandas DataFrame,"delete 1st, 2nd and 4th columns from dataframe `df`","df.drop(df.columns[[0, 1, 3]], axis=1)",1742,35
13413590,How to drop rows of Pandas DataFrame whose value in certain columns is NaN,"Drop rows of pandas dataframe `df` having NaN in column at index ""1""",df.dropna(subset=[1]),1743,35
13418405,Get name of primary field of Django model,get name of primary field `name` of django model `CustomPK`,CustomPK._meta.pk.name,1744,36
13438574,Sorting JSON data by keys value,sort list `results` by keys value 'year',"sorted(results, key=itemgetter('year'))",1745,36
13462365,Python 2.7 Counting number of dictionary items with given value,count the number of values in `d` dictionary that are predicate to function `some_condition`,sum(1 for x in list(d.values()) if some_condition(x)),1746,36
13462365,Python 2.7 Counting number of dictionary items with given value,count the number of pairs in dictionary `d` whose value equal to `chosen_value`,sum(x == chosen_value for x in list(d.values())),1747,36
13480031,How do I zip keys with individual values in my lists in python?,zip keys with individual values in lists `k` and `v`,"[dict(zip(k, x)) for x in v]",1748,36
13490292,Format number using LaTeX notation in Python,format number 1000000000.0 using latex notation,print('\\num{{{0:.2g}}}'.format(1000000000.0)),1749,36
13496087,Python: How to generate a 12-digit random number?,generate a random 12-digit number,"int(''.join(str(random.randint(0, 9)) for _ in range(12)))",1750,36
13496087,Python: How to generate a 12-digit random number?,generate a 12-digit random number,"random.randint(100000000000, 999999999999)",1751,36
13496087,Python: How to generate a 12-digit random number?,generate a 12-digit random number,"'%0.12d' % random.randint(0, 999999999999)",1752,36
13496087,Python: How to generate a 12-digit random number?,generate a random 12-digit number,""""""""""""".join(str(random.randint(0, 9)) for _ in range(12))",1753,36
13550423,Python printing without commas,concatenate items of list `l` with a space ' ',"print(' '.join(map(str, l)))",1754,36
13557937,How to convert decimal to binary list in python,convert decimal 8 to a list of its binary values,list('{0:0b}'.format(8)),1755,36
13557937,How to convert decimal to binary list in python,convert decimal `8` to binary list,[int(x) for x in bin(8)[2:]],1756,36
13557937,How to convert decimal to binary list in python,convert decimal integer 8 to a list of its binary values as elements,[int(x) for x in list('{0:0b}'.format(8))],1757,36
13567345,How to calculate the sum of all columns of a 2D numpy array (efficiently),Calculate sum over all rows of 2D numpy array,a.sum(axis=1),1758,36
13571134,recursively go through all subdirectories and read files,recursively go through all subdirectories and files in `rootdir`,"for (root, subFolders, files) in os.walk(rootdir):
    pass",1759,36
13598363,How to dynamically select template directory to be used in flask?,Flask set folder 'wherever' as the default template folder,"Flask(__name__, template_folder='wherever')",1760,36
13627865,Is it possible to define global variables in a function in Python,define global variable `something` with value `bob`,globals()['something'] = 'bob',1761,36
13628725,How to generate random numbers that are different?,generate six unique random numbers in the range of 1 to 49.,"random.sample(range(1, 50), 6)",1762,36
13628725,How to generate random numbers that are different?,generate 6 random numbers between 1 and 50,"random.sample(range(1, 50), 6)",1763,36
13636592,How to sort a Pandas DataFrame according to multiple criteria?,sort a pandas data frame according to column `Peak` in ascending and `Weeks` in descending order,"df.sort_values(['Peak', 'Weeks'], ascending=[True, False], inplace=True)",1764,36
13636592,How to sort a Pandas DataFrame according to multiple criteria?,sort a pandas data frame by column `Peak` in ascending and `Weeks` in descending order,"df.sort(['Peak', 'Weeks'], ascending=[True, False], inplace=True)",1765,36
13655392,Python- insert a character into a string,concatenate items from list `parts` into a string starting from the second element,""""""""""""".join(parts[1:])",1766,36
13655392,Python- insert a character into a string,"insert a character ',' into a string in front of '+' character in second part of the string",""""""",+"""""".join(c.rsplit('+', 1))",1767,36
13656519,Python . How to get rid of '\r' in string?,strip a string `line` of all carriage returns and newlines,line.strip(),1768,36
13668393,python sorting two lists,sort two lists `list1` and `list2` together using lambda function,"[list(x) for x in zip(*sorted(zip(list1, list2), key=lambda pair: pair[0]))]",1769,36
13704860,zip lists in python,"zip two lists `[1, 2]` and `[3, 4]` into a list of two tuples containing elements at the same index in each list","zip([1, 2], [3, 4])",1770,36
13717463,Find the indices of elements greater than x,create a list containing the indices of elements greater than 4 in list `a`,"[i for i, v in enumerate(a) if v > 4]",1771,36
13728486,How to sum elements in functional way,get a list containing the sum of each element `i` in list `l` plus the previous elements,"[sum(l[:i]) for i, _ in enumerate(l)]",1772,36
13740672,in pandas how can I groupby weekday() for a datetime column?,create a new column `weekday` in pandas data frame `data` based on the values in column `my_dt`,data['weekday'] = data['my_dt'].apply(lambda x: x.weekday()),1773,36
13745648,Running bash script from within python,running bash script 'sleep.sh',"subprocess.call('sleep.sh', shell=True)",1774,36
13781828,Replace a string in list of lists,Truncate `\r\n` from each string in a list of string `example`,"example = [x.replace('\r\n', '') for x in example]",1775,36
13793321,Joining Table/DataFrames with common Column in Python,joining data from dataframe `df1` with data from dataframe `df2` based on matching values of column 'Date_Time' in both dataframes,"df1.merge(df2, on='Date_Time')",1776,36
13793973,Easiest way to remove unicode representations from a string in python 3?,Print string `t` with proper unicode representations,print(t.decode('unicode_escape')),1777,36
13794532,Python regular expression for Beautiful Soup,Find all `div` tags whose classes has the value `comment-` in a beautiful soup object `soup`,"soup.find_all('div', class_=re.compile('comment-'))",1778,36
13837848,Converting byte string in unicode string,converting byte string `c` in unicode string,c.decode('unicode_escape'),1779,36
13838405,Custom sorting in pandas dataframe,sort column `m` in panda dataframe `df`,df.sort('m'),1780,36
13840379,How can I multiply all items in a list together with Python?,"multiply all items in a list `[1, 2, 3, 4, 5, 6]` together","from functools import reduce
reduce(lambda x, y: x * y, [1, 2, 3, 4, 5, 6])",1781,36
13840883,Use of findall and parenthesis in Python,Find all words containing letters between A and Z in string `formula`,"re.findall('\\b[A-Z]', formula)",1782,36
13842088,Set value for particular cell in pandas DataFrame,set the value of cell `['x']['C']` equal to 10 in dataframe `df`,df['x']['C'] = 10,1783,37
13860026,update dictionary with dynamic keys and values in python,update the dictionary `mydic` with dynamic keys `i` and values with key 'name' from dictionary `o`,mydic.update({i: o['name']}),1784,37
13891559,Is there a more pythonic way of exploding a list over a function's arguments?,unpack elements of list `i` as arguments into function `foo`,foo(*i),1785,37
13902805,List of all unique characters in a string?,create a list of all unique characters in string 'aaabcabccd',""""""""""""".join(list(OrderedDict.fromkeys('aaabcabccd').keys()))",1786,37
13902805,List of all unique characters in a string?,get list of all unique characters in a string 'aaabcabccd',list(set('aaabcabccd')),1787,37
13902805,List of all unique characters in a string?,List of all unique characters in a string?,""""""""""""".join(set('aaabcabccd'))",1788,37
13905936,converting integer to list in python,create a list containing digits of number 123 as its elements,list(str(123)),1789,37
13905936,converting integer to list in python,converting integer `num` to list,[int(x) for x in str(num)],1790,37
13945749,String Formatting in Python 3,format the variables `self.goals` and `self.penalties` using string formatting,"""""""({:d} goals, ${:d})"""""".format(self.goals, self.penalties)",1791,37
13945749,String Formatting in Python 3,"format string ""({0.goals} goals, ${0.penalties})""","""""""({0.goals} goals, ${0.penalties})"""""".format(self)",1792,37
13945749,String Formatting in Python 3,"format string ""({} goals, ${})"" with variables `goals` and `penalties`","""""""({} goals, ${})"""""".format(self.goals, self.penalties)",1793,37
13954222,How to join mixed list (array) (with integers in it) in Python?,"concatenate elements of list `b` by a colon "":""",""""""":"""""".join(str(x) for x in b)",1794,37
13954840,How do I convert LF to CRLF?,open the file 'words.txt' in 'rU' mode,"f = open('words.txt', 'rU')",1795,37
13999850,How to specify date format when using pandas.to_csv?,write dataframe `df` to csv file `filename` with dates formatted as yearmonthday  `%Y%m%d`,"df.to_csv(filename, date_format='%Y%m%d')",1796,37
14026704,How do I get the url parameter in a Flask view,How do I get the url parameter in a Flask view,request.args['myParam'],1797,37
14041791,print variable and a string in python,Print a string `card` with string formatting,print('I have: {0.price}'.format(card)),1798,37
14043080,"Using Python's datetime module, can I get the year that UTC-11 is currently in?","using python's datetime module, get the year that utc-11 is currently in",(datetime.datetime.utcnow() - datetime.timedelta(hours=11)).year,1799,37
14043934,time offset,subtract 5 hours from the time object `dt`,dt -= datetime.timedelta(hours=5),1800,37
14043934,time offset,add 1 hour and 2 minutes to time object `t`,"dt = datetime.datetime.combine(datetime.date.today(), t)",1801,37
14043934,time offset,subtract 1 hour and 10 minutes from time object `t`,"(t - datetime.timedelta(hours=1, minutes=10))",1802,37
14043934,time offset,substract 1 hour and 10 minutes from current time,"t = datetime.datetime.now()
(t - datetime.timedelta(hours=1, minutes=10))",1803,37
14050824,Add SUM of values of two LISTS into new LIST,sum each element `x` in list `first` with element `y` at the same index in list `second`.,"[(x + y) for x, y in zip(first, second)]",1804,37
14104778,Set execute bit for a file using python,Change the mode of file 'my_script.sh' to permission number 484,"os.chmod('my_script.sh', 484)",1805,37
14111705,Displaying a grayscale Image,display a grayscale image from array of pixels `imageArray`,"imshow(imageArray, cmap='Greys_r')",1806,37
14159753,how to change the size of the sci notation above the y axis in matplotlib?,change the size of the sci notation to '30' above the y axis in matplotlib `plt`,"plt.rc('font', **{'size': '30'})",1807,37
14162026,How to get the values from a NumPy array using multiple indices,"get the first row, second column; second row, first column, and first row third column values of numpy array `arr`","arr[[0, 1, 1], [1, 0, 2]]",1808,37
14169122,Generating all unique pair permutations,generate a list of all unique pairs of integers in `range(9)`,"list(permutations(list(range(9)), 2))",1809,37
14180866,sum each value in a list of tuples,create a list with the sum of respective elements of the tuples of list `l`,[sum(x) for x in zip(*l)],1810,37
14180866,sum each value in a list of tuples,sum each value in a list `l` of tuples,"map(sum, zip(*l))",1811,37
14182339,Matching multiple regex patterns with the alternation operator?,"get whatever is between parentheses as a single match, and any char outside as an individual match in string '(zyx)bc'","re.findall('\\(.+?\\)|\\w', '(zyx)bc')",1812,37
14182339,Matching multiple regex patterns with the alternation operator?,match multiple regex patterns with the alternation operator `|` in a string `(zyx)bc`,"re.findall('\\(.*?\\)|\\w', '(zyx)bc')",1813,37
14182339,Matching multiple regex patterns with the alternation operator?,match regex '\\((.*?)\\)|(\\w)' with string '(zyx)bc',"re.findall('\\((.*?)\\)|(\\w)', '(zyx)bc')",1814,37
14227561,Find a value within nested json dictionary in python,find a value within nested json 'data' where the key inside another key 'B' is unknown.,list(data['A']['B'].values())[0]['maindata'][0]['Info'],1815,37
14247586,Python Pandas How to select rows with one or more nulls from a DataFrame without listing columns explicitly?,get data of columns with Null values in dataframe `df`,df[pd.isnull(df).any(axis=1)],1816,37
14262654,Numpy: Get random set of rows from 2D array,create a new 2 dimensional array containing two random rows from array `A`,"A[(np.random.randint(A.shape[0], size=2)), :]",1817,37
14262654,Numpy: Get random set of rows from 2D array,create a new 2D array with 2 random rows from array `A`,"A[(np.random.choice(A.shape[0], 2, replace=False)), :]",1818,37
14295673,Convert string into datetime.time object,Convert string '03:55' into datetime.time object,"datetime.datetime.strptime('03:55', '%H:%M').time()",1819,37
14299978,How to use lxml to find an element by text?,Find the`a` tag in html `root` which starts with the text `TEXT A`  and assign it to `e`,"e = root.xpath('.//a[starts-with(text(),""TEXT A"")]')",1820,37
14299978,How to use lxml to find an element by text?,find the element that holds string 'TEXT A' in file `root`,"e = root.xpath('.//a[text()=""TEXT A""]')",1821,37
14299978,How to use lxml to find an element by text?,"find element `a` that contains string ""TEXT A"" in file `root`","e = root.xpath('.//a[contains(text(),""TEXT A"")]')",1822,38
14301913,Convert pandas group by object to multi-indexed Dataframe,convert pandas group by object to multi-indexed dataframe with indices 'Name' and 'Destination',"df.set_index(['Name', 'Destination'])",1823,38
14306852,How do I modify the width of a TextCtrl in wxPython?,modify the width of a text control as `300` keeping default height in wxpython,"wx.TextCtrl(self, -1, size=(300, -1))",1824,38
14332141,Dumping subprcess output in a file in append mode,Move the cursor of file pointer `fh1` at the end of the file.,fh1.seek(2),1825,38
14358567,Finding consecutive segments in a pandas data frame,find consecutive segments from a column 'A' in a pandas data frame 'df',df.reset_index().groupby('A')['index'].apply(np.array),1826,38
14401047,Numpy - Averaging multiple columns of a 2D array,average each two columns of array `data`,"data.reshape(-1, j).mean(axis=1).reshape(data.shape[0], -1)",1827,38
14406214,Moving x-axis to the top of a plot in matplotlib,move an x-axis label to the top of a plot `ax` in matplotlib,ax.xaxis.set_label_position('top'),1828,38
14406214,Moving x-axis to the top of a plot in matplotlib,Move x-axis of the pyplot object `ax` to the top of a plot in matplotlib,ax.xaxis.set_ticks_position('top'),1829,38
14406214,Moving x-axis to the top of a plot in matplotlib,move x-axis to the top of a plot `ax`,ax.xaxis.tick_top(),1830,38
14411633,Python - Fastest way to check if a string contains specific characters in any of the items in a list,do a boolean check if a string `lestring` contains any of the items in list `lelist`,any(e in lestring for e in lelist),1831,38
14431731,Replacing the empty strings in a string,insert string `string1` after each character of `string2`,"string2.replace('', string1)[len(string1):-len(string1)]",1832,38
14435268,"How to access a tag called ""name"" in BeautifulSoup","access a tag called ""name"" in beautifulsoup `soup`",print(soup.find('name').string),1833,38
14442636,How can I check if a checkbox is checked in Selenium Python Webdriver?,determine if checkbox with id '<check_box_id>' is checked in selenium python webdriver,driver.find_element_by_id('<check_box_id>').is_selected(),1834,38
14442636,How can I check if a checkbox is checked in Selenium Python Webdriver?,check if a checkbox is checked in selenium python webdriver,driver.find_element_by_name('<check_box_name>').is_selected(),1835,38
14465279,Delete all objects in a list,delete all values in a list `mylist`,del mylist[:],1836,38
14507794,Python Pandas - How to flatten a hierarchical index in columns,Collapse hierarchical column index to level 0 in dataframe `df`,df.columns = df.columns.get_level_values(0),1837,38
14524322,How to convert a date string to different format,How to convert a date string '2013-1-25' in format '%Y-%m-%d' to different format '%m/%d/%y',"datetime.datetime.strptime('2013-1-25', '%Y-%m-%d').strftime('%m/%d/%y')",1838,38
14524322,How to convert a date string to different format,convert a date string '2013-1-25' in format '%Y-%m-%d' to different format '%-m/%d/%y',"datetime.datetime.strptime('2013-1-25', '%Y-%m-%d').strftime('%-m/%d/%y')",1839,38
14538885,How to get the index with the key in Python dictionary?,get index of key 'c' in dictionary `x`,list(x.keys()).index('c'),1840,38
14571103,Capturing emoticons using regular expression in python,fetch smilies matching regex pattern '(?::|;|=)(?:-)?(?:\\)|\\(|D|P)' in string `s`,"re.findall('(?::|;|=)(?:-)?(?:\\)|\\(|D|P)', s)",1841,38
14571103,Capturing emoticons using regular expression in python,match the pattern '[:;][)(](?![)(])' to the string `str`,"re.match('[:;][)(](?![)(])', str)",1842,38
14591855,pandas HDFStore - how to reopen?,create dataframe `df` with content of hdf store file '/home/.../data.h5' with key of 'firstSet',"df1 = pd.read_hdf('/home/.../data.h5', 'firstSet')",1843,38
14637696,Length of longest word in a list,length of longest element in list `words`,"len(max(words, key=len))",1844,38
14657241,How do I get a list of all the duplicate items using pandas in python?,get a list of all the duplicate items in dataframe `df` using pandas,"pd.concat(g for _, g in df.groupby('ID') if len(g) > 1)",1845,38
14661051,Convert Python dictionary to JSON array,convert python dictionary `your_data` to json array,"json.dumps(your_data, ensure_ascii=False)",1846,38
14661701,How to drop a list of rows from Pandas dataframe?,"drop rows whose index value in list `[1, 3]` in dataframe `df`","df.drop(df.index[[1, 3]], inplace=True)",1847,38
14673394,python pandas extract unique dates from time series,extract unique dates from time series 'Date' in dataframe `df`,df['Date'].map(lambda t: t.date()).unique(),1848,38
14694482,Converting html to text with Python,convert a beautiful soup html `soup` to text,print(soup.get_text()),1849,38
14695134,How to insert strings with quotes and newlines into sqlite db with Python?,insert data from a string `testfield` to sqlite db `c`,"c.execute(""INSERT INTO test VALUES (?, 'bar')"", (testfield,))",1850,38
14716342,How do I find the string between two special characters?,"find the string in `your_string` between two special characters ""["" and ""]""","re.search('\\[(.*)\\]', your_string).group(1)",1851,38
14734533,How to access pandas groupby dataframe by key,get data of column 'A' and column 'B' in dataframe `df` where column 'A' is equal to 'foo',"df.loc[gb.groups['foo'], ('A', 'B')]",1852,38
14734750,How to get multiple parameters with same name from a URL in Pylons?,get multiple parameters with same name from a url in pylons,request.params.getall('c'),1853,38
14737222,How to split a word into letters in Python,"Split string `Hello` into a string of letters seperated by `,`",""""""","""""".join('Hello')",1854,38
14743454,Counting values in dictionary,Get a list of all keys from dictionary `dictA` where the number of occurrences of value `duck` in that key is more than `1`,"[k for k, v in dictA.items() if v.count('duck') > 1]",1855,38
14745022,"Pandas DataFrame, how do i split a column into two",split column 'AB' in dataframe `df` into two columns by first whitespace ' ',"df['AB'].str.split(' ', 1, expand=True)",1856,38
14745022,"Pandas DataFrame, how do i split a column into two","pandas dataframe, how do i split a column 'AB' into two 'A' and 'B' on delimiter ' '","df['A'], df['B'] = df['AB'].str.split(' ', 1).str",1857,38
14750675,Delete letters from string,delete letters from string '12454v',""""""""""""".join(filter(str.isdigit, '12454v'))",1858,38
14764126,"How to make a python script which can logoff, shutdown, and restart a computer?",abort a computer shutdown using subprocess,"subprocess.call(['shutdown', '/a '])",1859,38
14764126,"How to make a python script which can logoff, shutdown, and restart a computer?",shutdown and restart a computer running windows from script,"subprocess.call(['shutdown', '/r'])",1860,38
14764126,"How to make a python script which can logoff, shutdown, and restart a computer?",logoff computer having windows operating system using python,"subprocess.call(['shutdown', '/l '])",1861,39
14764126,"How to make a python script which can logoff, shutdown, and restart a computer?",restart a computer after `900` seconds using subprocess,"subprocess.call(['shutdown', '/r', '/t', '900'])",1862,39
14764126,"How to make a python script which can logoff, shutdown, and restart a computer?",shutdown a computer using subprocess,"subprocess.call(['shutdown', '/s'])",1863,39
14766194,testing whether a Numpy array contains a given row,"Check whether a numpy array `a` contains a given row `[1, 2]`","any(np.equal(a, [1, 2]).all(1))",1864,39
14793098,How to use Flask-Security register view?,change flask security register url to `/create_account`,app.config['SECURITY_REGISTER_URL'] = '/create_account',1865,39
14850853,How to include third party Python libraries in Google App Engine?,insert directory 'libs' at the 0th index of current directory,"sys.path.insert(0, 'libs')",1866,39
14853243,Parsing XML with namespace in Python via 'ElementTree',find all `owl:Class` tags by parsing xml with namespace,root.findall('{http://www.w3.org/2002/07/owl#}Class'),1867,39
14858916,True for all characters of a string,check characters of string `string` are true predication of function `predicate`,all(predicate(x) for x in string),1868,39
14859458,How to check if all values in the columns of a numpy matrix are the same?,check if all values in the columns of a numpy matrix `a` are same,"np.all(a == a[(0), :], axis=0)",1869,39
14914615,"In Python, find out number of differences between two ordered lists",find out the number of non-matched elements at the same index of list `a` and list `b`,"sum(1 for i, j in zip(a, b) if i != j)",1870,39
14925239,Python: How to get attribute of attribute of an object with getattr?,Evaluate a nested dictionary `myobject.id.number` to get `number` if `myobject` is present with getattr,"getattr(getattr(myobject, 'id', None), 'number', None)",1871,39
14931769,get all combination of n binary value,get all combination of 3 binary values,"bin = [0, 1]
[(x, y, z) for x in bin for y in bin for z in bin]",1872,39
14931769,get all combination of n binary value,get all combination of n binary values,"lst = list(itertools.product([0, 1], repeat=n))",1873,39
14931769,get all combination of n binary value,get all combination of n binary values,"lst = map(list, itertools.product([0, 1], repeat=n))",1874,39
14931769,get all combination of n binary value,get all combination of 3 binary values,"lst = list(itertools.product([0, 1], repeat=3))",1875,39
14932247,variable number of digit in format string,"variable number of digits `digits` in variable `value` in format string ""{0:.{1}%}""","""""""{0:.{1}%}"""""".format(value, digits)",1876,39
14950260,Convert unicode string dictionary into dictionary in python,"convert unicode string u""{'code1':1,'code2':1}"" into dictionary","d = ast.literal_eval(""{'code1':1,'code2':1}"")",1877,39
14956683,Finding the minimum value in a numpy array and the corresponding values for the rest of that array's row,Get the value of the minimum element in the second column of array `a`,"a[np.argmin(a[:, (1)])]",1878,39
14961014,Removing items from unnamed lists in Python,Remove the string value `item` from a list of strings `my_sequence`,[item for item in my_sequence if item != 'item'],1879,39
14961562,How do I convert a string of hexadecimal values to a list of integers?,unpack hexadecimal string `s` to a list of integer values,"struct.unpack('11B', s)",1880,39
14971373,Python: how to get the final output of multiple system commands?,capture final output of a chain of system commands `ps -ef | grep something | wc -l`,"subprocess.check_output('ps -ef | grep something | wc -l', shell=True)",1881,39
14986218,From a list of lists to a dictionary,Convert a list of lists `lol` to a dictionary with key as second value of a list and value as list itself,{x[1]: x for x in lol},1882,39
14991195,How to remove rows with null values from kth column onward in python,"remove all null values from columns 'three', 'four' and 'five' of dataframe `df2`","df2.dropna(subset=['three', 'four', 'five'], how='all')",1883,39
15012228,Splitting on last delimiter in Python string?,split a string `s` on last delimiter,"s.rsplit(',', 1)",1884,39
15014276,Python: Sum values in a dictionary based on condition,sum values greater than 0 in dictionary `d`,sum(v for v in list(d.values()) if v > 0),1885,39
15043326,getting string between 2 characters in python,getting the string between 2 '$' characters in '$sin (x)$ is an function of x',"re.findall('\\$(.*?)\\$', '$sin (x)$ is an function of x')",1886,39
15043326,getting string between 2 characters in python,get all characters between two `$` characters in string `string`,"re.findall('\\$([^$]*)\\$', string)",1887,39
15049182,Write value to hidden element with selenium python script,add one to the hidden web element with id 'XYZ' with selenium python script,"browser.execute_script(""document.getElementById('XYZ').value+='1'"")",1888,39
15080500,How can I send a signal from a python program?,send a signal `signal.SIGUSR1` to the current process,"os.kill(os.getpid(), signal.SIGUSR1)",1889,39
15096021,Python list of tuples to list of int,convert list `x` into a flat list,"y = map(operator.itemgetter(0), x)",1890,39
15096021,Python list of tuples to list of int,Flatten list `x`,x = [i[0] for i in x],1891,39
15096021,Python list of tuples to list of int,get a list `y` of the first element of every tuple in list `x`,y = [i[0] for i in x],1892,39
15103484,"How to use regular expression to separate numbers and characters in strings like ""30M1000N20M""","separate numbers from characters in string ""30m1000n20m""","re.findall('(([0-9]+)([A-Z]))', '20M10000N80M')",1893,39
15103484,"How to use regular expression to separate numbers and characters in strings like ""30M1000N20M""",separate numbers and characters in string '20M10000N80M',"re.findall('([0-9]+|[A-Z])', '20M10000N80M')",1894,39
15103484,"How to use regular expression to separate numbers and characters in strings like ""30M1000N20M""",separate numbers and characters in string '20M10000N80M',"re.findall('([0-9]+)([A-Z])', '20M10000N80M')",1895,39
15148684,"List of Tuples (string, float)with NaN How to get the min value?",Get a minimum value from a list of tuples `list` with values of type `string` and `float` with nan,"min(list, key=lambda x: float('inf') if math.isnan(x[1]) else x[1])",1896,39
15158599,Removing entries from a dictionary based on values,Get a dictionary from a dictionary `hand` where the values are present,"dict((k, v) for k, v in hand.items() if v)",1897,39
15158599,Removing entries from a dictionary based on values,remove false entries from a dictionary `hand`,"{k: v for k, v in list(hand.items()) if v}",1898,39
15175142,How can I do multiple substitutions using regex in python?,double each character in string `text.read()`,"re.sub('(.)', '\\1\\1', text.read(), 0, re.S)",1899,39
15183084,how to create a dictionary using two lists in python?,create a dictionary using two lists`x` and `y`,"dict(zip(x, y))",1900,40
15210485,python regex get first part of an email address,split string `s` by '@' and get the first element,s.split('@')[0],1901,40
15247628,How to find duplicate names using pandas?,find duplicate names in column 'name' of the dataframe `x`,x.set_index('name').index.get_duplicates(),1902,40
15248272,python list comprehension with multiple 'if's,list comprehension that produces integers between 11 and 19,[i for i in range(100) if i > 10 if i < 20],1903,40
15269161,"in Python, How to join a list of tuples into one list?",convert list `a` from being consecutive sequences of tuples into a single sequence of elements,list(itertools.chain(*a)),1904,40
15271907,"Python mySQL Update, Working but not updating table",commit all the changes after executing a query.,dbb.commit(),1905,40
15282189,Setting matplotlib colorbar range,Set colorbar range from `0` to `15` for pyplot object `quadmesh` in matplotlib,"quadmesh.set_clim(vmin=0, vmax=15)",1906,40
15286401,Print multiple arguments in python,print multiple arguments 'name' and 'score'.,"print('Total score for {} is {}'.format(name, score))",1907,40
15286401,Print multiple arguments in python,print string including multiple variables `name` and `score`,"print(('Total score for', name, 'is', score))",1908,40
15286401,Print multiple arguments in python,"print the string `Total score for`, the value of the variable `name`, the string `is` and the value of the variable `score` in one print call.","print(('Total score for', name, 'is', score))",1909,40
15286401,Print multiple arguments in python,print a string using multiple strings `name` and `score`,"print('Total score for %s is %s  ' % (name, score))",1910,40
